,0
v485,0.0014039836588949808
v930,0.0013927831709384837
v319,0.001391840396896212
v772,0.0013841027144925204
v658,0.0013832526411459976
v023,0.001380512834711879
v459,0.0013763017248613336
v416,0.0013710517960743374
v193,0.0013661857253552737
v533,0.0013608698686977
v307,0.00135373776179195
v407,0.0013531240343142143
v258,0.0013453302957015362
v941,0.0013371321127384885
v791,0.0013365438189800241
v231,0.001332926496333249
v119,0.0013320090066581912
v651,0.001331149477792025
v594,0.0013253793666556156
v233,0.0013248516851414225
v091,0.001323364803705111
v981,0.001321810262960418
v797,0.0013134256390055022
v435,0.001305591603150829
v957,0.0013020920827174615
v138,0.0013015388144734868
v963,0.001298046696759818
v603,0.001287327476995831
v754,0.0012868076786129376
v745,0.001283831442252855
v545,0.0012817938926524442
v713,0.0012787902072528177
v721,0.0012767823033679603
v679,0.0012750906568017209
v815,0.0012663659713982418
v701,0.0012579858891611602
v249,0.0012572607992732676
v624,0.00124915895008837
v924,0.001243825406805901
v181,0.0012438171023567983
v088,0.0012429690385870656
v638,0.0012390710686166775
v489,0.001234804106918748
v026,0.0012347090972621914
v984,0.0012158697016755263
v955,0.0012133179461894482
v299,0.0012121736979689563
v730,0.0012119937623614524
v880,0.0012074041859071233
v656,0.0012043451149631127
v199,0.0011992763324534504
v038,0.0011972123832086937
v731,0.0011900829830890193
v393,0.0011878991015039555
v477,0.001187245358356328
v523,0.0011830143115139544
v253,0.0011705822812474993
v664,0.0011699449662703203
v522,0.0011673249326859662
v098,0.0011652745590808515
v021,0.0011651884081635743
v573,0.0011644218452490432
v576,0.0011579349181404341
v272,0.0011558955977911934
v402,0.0011556003865625785
v869,0.0011545745766528023
v229,0.0011440871718575048
v936,0.0011366913366132182
v779,0.0011331149427889554
v916,0.0011204355541408093
v683,0.0011203415647986822
v136,0.001116499138573138
v681,0.0011141267378474195
v173,0.0011106382485728953
v252,0.0011102835639320745
v027,0.0011069827349338328
v950,0.0010977994949332031
v855,0.0010948173478300132
v223,0.0010911378676297164
v313,0.0010824240616473823
v771,0.0010806546031214648
v915,0.00106847349070508
v788,0.0010674732528287729
v144,0.001064687506005782
v006,0.0010639471046208495
v719,0.0010574250329277364
v256,0.0010571663427115295
v155,0.0010570870916988889
v105,0.0010529858418623387
v032,0.001051380925882467
v072,0.001046924037407966
v216,0.0010466981939079897
v480,0.0010418883308843667
v635,0.0010373675697089447
v376,0.0010360833110876883
v030,0.0010329846366965924
v832,0.0010322203517254913
v659,0.0010243359854220954
v028,0.0010142497854673054
v164,0.0010140182251686064
v206,0.000996485424065653
v420,0.000995224560413991
v769,0.0009944546434292993
v055,0.0009918218876957495
v068,0.0009893795322705383
v946,0.0009885893977623335
v106,0.0009836019345702185
v240,0.0009831093130388319
v945,0.0009751548245633088
v198,0.000971372937906441
v873,0.0009696310475417189
v882,0.0009637304211906762
v405,0.0009607650766839586
v893,0.0009586248083433783
v878,0.0009548073613017783
v057,0.0009522433871373884
v711,0.0009482464180703861
v259,0.0009450768646692495
v617,0.0009438958006406564
v398,0.0009433084157789872
v690,0.0009395489291587405
v649,0.0009370081230466436
v289,0.0009358814334981504
v429,0.0009228045404505092
v015,0.0009214233852816917
v063,0.0009179154845704566
v050,0.0009166844407972464
v847,0.0009150617920014985
v297,0.0009143629934686228
v821,0.0008916227957099641
v085,0.0008892749091658071
v677,0.0008830166486457792
v939,0.0008823549195531194
v300,0.0008659574239360764
v744,0.0008639369339399185
v588,0.0008406847671491244
v366,0.0008372238355708496
v778,0.000830555164553507
v848,0.0008271590886970847
v358,0.0008179295640885528
v666,0.0008097417456687035
v556,0.0008071749565326793
v723,0.0008055501670981745
v566,0.0007882247895146482
v305,0.000786879698657789
v312,0.0007795603641287007
v175,0.0007791422936250026
v716,0.0007769618056438867
v919,0.0007663798642282421
v655,0.0007660856517683292
v471,0.0007608614654177683
v501,0.0007465979938584772
v879,0.0007416057047667312
v506,0.0007217522561826567
v007,0.0007195656140210817
v892,0.0007097741695053408
v521,0.0007087645863187678
v150,0.0007042964872514124
v433,0.0007018100017005556
v218,0.0007013333553366884
v281,0.0006931714225362543
v841,0.0006794013146856939
v991,0.0006769983202086969
v555,0.0006764917932402852
v783,0.0006559793718055083
v143,0.0006517289252226182
v244,0.0006505134410863769
v058,0.0006346690387092938
v303,0.0006240987286347033
v688,0.0006206351540872432
v770,0.0006158219721120814
v734,0.0006126240118744007
v541,0.0005952253840798914
v115,0.0005896016067889384
v238,0.0005875304209810205
v691,0.0005857729314632964
v561,0.0005849442841366885
v232,0.0005711004506365979
v845,0.0005679112586926831
v858,0.0005641435190241844
v149,0.0005624614997097996
v392,0.0005446691222930212
v461,0.0005427563491620001
v014,0.000542195777228065
v146,0.0005380518399027654
v695,0.0005347376718624081
v999,0.000534038504867946
v839,0.0005318802171952845
v547,0.0005169919252623667
v472,0.0005071870354377757
v837,0.0004950245541812124
v246,0.0004876768521945742
v544,0.0004867094438460777
v255,0.0004848102700305589
v964,0.0004840176908921983
v427,0.0004782041753433888
v829,0.000461577645848306
v497,0.0004611345961056306
v949,0.0004507512284389911
v582,0.00042420258946055685
v344,0.00042183565031602864
v639,0.00040850330084218
v774,0.0004077698534648742
v048,0.00039920184520073916
v157,0.0003984374375537469
v372,0.00039665697165096266
v017,0.0003895029290812002
v499,0.00038783211240992117
v896,0.0003714829814636441
v968,0.0003709706938434895
v686,0.0003666916474969622
v540,0.00036061984085588374
v109,0.0003602141237199454
v758,0.00034209152156480734
v348,0.00033606045369807776
v663,0.00033434883280849555
v399,0.00033417009004325693
v120,0.0003288822758068025
v025,0.0003204989213898553
v077,0.0003053207434666539
v813,0.00030125624006665705
v432,0.0002966933080567408
v728,0.0002965202060839329
v997,0.00029501583902468353
v742,0.00029342647707381747
v033,0.0002777792178807981
v147,0.00026999975999976444
v482,0.0002658990119521991
v912,0.00026338508562909923
v595,0.000260810827150828
v510,0.0002590339643430345
v241,0.0002454532738926416
v095,0.0002382045340604683
v096,0.0002318311835294529
v648,0.00022870669098884998
v687,0.0002261050629672867
v243,0.00019664565384221714
v334,0.000155179405634103
v827,0.00014437688874151643
v505,0.00013423679914827938
v212,3.8082919519498134e-05
v669,0.0
v304,0.0
v424,0.0
